county_name,bush_perc,clinton_perc,state,clinton_win
Major,57.36,19.47,OK,FALSE
Marshall,26.88,45.82,OK,TRUE
Mayes,35.89,42.4,OK,TRUE
Murray,27.49,46.42,OK,TRUE
Muskogee,31.44,48.76,OK,TRUE
Noble,46.83,25.23,OK,FALSE
Nowata,33.84,42.26,OK,TRUE
Okfuskee,34.13,46.24,OK,TRUE
Oklahoma,48.78,29.34,OK,FALSE
Okmulgee,29.74,50.37,OK,TRUE
Osage,34.01,39.8,OK,TRUE
Ottawa,31.35,47.73,OK,TRUE
Pawnee,38.36,37.46,OK,FALSE
Payne,42.2,32.01,OK,FALSE
Pittsburg,30.06,45.27,OK,TRUE
Pontotoc,33.54,40.91,OK,TRUE
Pottawatomie,40.47,33.69,OK,FALSE
Pushmataha,26.93,52.13,OK,TRUE
Roger Mills,40.96,35.3,OK,FALSE
Rogers,44.65,29.6,OK,FALSE
Seminole,31.77,45.16,OK,TRUE
Sequoyah,36.33,44.94,OK,TRUE
Stephens,34.61,37.34,OK,TRUE
Texas,58.15,21.3,OK,FALSE
Tillman,32.96,41.86,OK,TRUE
Tulsa,49.13,29.77,OK,FALSE
Wagoner,42.05,32.7,OK,FALSE
Washington,47.93,27.86,OK,FALSE
Washita,35.81,36.13,OK,TRUE
Woods,46.58,28.49,OK,FALSE
Woodward,46.99,24.2,OK,FALSE
Abbeville,39.76,47.56,SC,TRUE
Aiken,55.01,31.64,SC,FALSE
Allendale,30.36,62.49,SC,TRUE
Anderson,51.68,33.5,SC,FALSE
Bamberg,33.28,59.82,SC,TRUE
Barnwell,49.24,40.9,SC,FALSE
Beaufort,47.1,36.65,SC,FALSE
Berkeley,50.87,35.33,SC,FALSE
Calhoun,41.85,47.94,SC,TRUE
Charleston,48,40.6,SC,FALSE
Cherokee,47.31,37.46,SC,FALSE
Chester,33.54,53.05,SC,TRUE
Chesterfield,37.31,50.76,SC,TRUE
Clarendon,37.89,55.12,SC,TRUE
Colleton,40.17,48.21,SC,TRUE
Darlington,44,44.88,SC,TRUE
Dillon,38.07,52.75,SC,TRUE
Dorchester,53.53,32.68,SC,FALSE
Edgefield,45.15,46.42,SC,TRUE
Fairfield,31.12,60.15,SC,TRUE
Florence,50.77,39.92,SC,FALSE
Georgetown,42.22,46.05,SC,TRUE
Greenville,57.12,30.42,SC,FALSE
Greenwood,47.98,40.27,SC,FALSE
Hampton,32.63,58.85,SC,TRUE
Horry,45.87,36.9,SC,FALSE
Jasper,29.93,59.92,SC,TRUE
Kershaw,49.12,38.06,SC,FALSE
Lancaster,41.58,44.53,SC,TRUE
Laurens,48.53,38.59,SC,FALSE
Lee,34.9,56.94,SC,TRUE
Lexington,60.5,26.53,SC,FALSE
McCormick,29.46,60.48,SC,TRUE
Marion,35.15,56.31,SC,TRUE
Marlboro,29.47,59.64,SC,TRUE
Newberry,48.5,39.71,SC,FALSE
Oconee,50.68,32.31,SC,FALSE
Orangeburg,35.14,57.21,SC,TRUE
Pickens,57.67,28.06,SC,FALSE
Richland,41.17,50.49,SC,TRUE
Saluda,47.8,38.54,SC,FALSE
Spartanburg,51.91,35.09,SC,FALSE
Sumter,47.29,44.56,SC,FALSE
Union,43.51,43.48,SC,FALSE
Williamsburg,37.05,56.57,SC,TRUE
York,48.74,36.26,SC,FALSE
Anderson,38.7,36.79,TX,FALSE
Andrews,53.6,25.57,TX,FALSE
Angelina,36.99,39.26,TX,TRUE
Aransas,41.74,33.18,TX,FALSE
Archer,39.32,32.37,TX,FALSE
Armstrong,54.57,27.04,TX,FALSE
Atascosa,39.41,38.99,TX,FALSE
Austin,50.89,28.87,TX,FALSE
Bailey,55.31,28.63,TX,FALSE
Bandera,50.24,19.9,TX,FALSE
Bastrop,34.41,43.19,TX,TRUE
Baylor,28.66,46.44,TX,TRUE
Bee,39.89,44.83,TX,TRUE
Bell,45.27,33.92,TX,FALSE
Bexar,40.65,41.54,TX,TRUE
Blanco,44.07,28.66,TX,FALSE
Borden,48.68,28.04,TX,FALSE
Bosque,35.44,33.49,TX,FALSE
Bowie,38.78,38.94,TX,TRUE
Brazoria,42.51,30.59,TX,FALSE
Brazos,48.53,30.03,TX,FALSE
Brewster,34.71,42.59,TX,TRUE
Briscoe,37.62,44.93,TX,TRUE
Brooks,15.54,75.86,TX,TRUE
Brown,42.07,33.76,TX,FALSE
Burleson,35.25,43.97,TX,TRUE
Burnet,39.53,33.66,TX,FALSE
Caldwell,32.95,45.47,TX,TRUE
Calhoun,38.94,37.62,TX,FALSE
Callahan,40.38,32.05,TX,FALSE
Cameron,34.07,49.84,TX,TRUE
Camp,30.63,48.69,TX,TRUE
Carson,53.88,26.99,TX,FALSE
Cass,34.3,46.96,TX,TRUE
Castro,44.91,38.25,TX,FALSE
Chambers,40.62,33.85,TX,FALSE
Cherokee,41.36,35.39,TX,FALSE
Childress,44.18,37.68,TX,FALSE
Clay,32.3,39.08,TX,TRUE
Cochran,51.33,31.07,TX,FALSE
Coke,39.65,35.94,TX,FALSE
Coleman,35.33,38.16,TX,TRUE
Collin,46.97,19.02,TX,FALSE
Collingsworth,43.56,39.69,TX,FALSE
Colorado,45.88,34.1,TX,FALSE
Comal,50.72,25.31,TX,FALSE
Comanche,31.75,43.75,TX,TRUE
Concho,33.5,39.56,TX,TRUE
Cooke,40.5,23.73,TX,FALSE
Coryell,42.93,29.05,TX,FALSE
Cottle,23.9,52.88,TX,TRUE
Crane,49.76,27.86,TX,FALSE
Crockett,37.87,39.7,TX,TRUE
Crosby,43.08,43.25,TX,TRUE
Culberson,29.63,50.06,TX,TRUE
Dallam,54.78,25.79,TX,FALSE
Dallas,38.72,35,TX,FALSE
Dawson,55.43,33.76,TX,FALSE
Deaf Smith,56.43,29.54,TX,FALSE
Delta,29.73,42.88,TX,TRUE
Denton,41.6,23.93,TX,FALSE
Dewitt,48.11,31.6,TX,FALSE
Dickens,32.16,46.21,TX,TRUE
Dimmit,19.27,72.42,TX,TRUE
Donley,51.47,33.31,TX,FALSE
Duval,13.86,79.56,TX,TRUE
Eastland,38.87,37.6,TX,FALSE
Ector,50.35,30.85,TX,FALSE
Edwards,51.86,28.64,TX,FALSE
Ellis,40.5,28.47,TX,FALSE
El Paso,34.94,50.1,TX,TRUE
Erath,36.77,33.85,TX,FALSE
Falls,31.63,47.83,TX,TRUE
Fannin,26.11,43.31,TX,TRUE
Fayette,42.94,33.13,TX,FALSE
Fisher,24.22,55.82,TX,TRUE
Floyd,55.7,31.47,TX,FALSE
Foard,26.01,54.65,TX,TRUE
Fort Bend,46.62,34.07,TX,FALSE
Franklin,31.66,40.04,TX,TRUE
Freestone,36.39,38.41,TX,TRUE
Frio,29.52,55.04,TX,TRUE
Gaines,54.36,27.84,TX,FALSE
Galveston,34.69,42.8,TX,TRUE
Garza,52.01,29.56,TX,FALSE
Gillespie,56.28,19.11,TX,FALSE
Glasscock,66.03,17.42,TX,FALSE
Goliad,43.66,37.76,TX,FALSE
Gonzales,45.02,36.1,TX,FALSE
Gray,58.86,23.39,TX,FALSE
Grayson,32.15,32.73,TX,TRUE
Gregg,49.11,30.59,TX,FALSE
Grimes,38.64,41.72,TX,TRUE
Guadalupe,46.79,28.4,TX,FALSE
Hale,59.59,26.98,TX,FALSE
Hall,36.81,47.78,TX,TRUE
Hamilton,37.8,33.75,TX,FALSE
Hansford,69.08,14.36,TX,FALSE
Hardeman,31.71,49.28,TX,TRUE
Hardin,35.04,40.21,TX,TRUE
Harris,43.14,38.2,TX,FALSE
Harrison,38.5,42.05,TX,TRUE
Hartley,60.16,22.59,TX,FALSE
Haskell,29.86,50.4,TX,TRUE
Hays,36.7,39.76,TX,TRUE
Hemphill,58.18,28.18,TX,FALSE
Henderson,34.49,37.53,TX,TRUE
Hidalgo,30.6,58.08,TX,TRUE
Hill,35.36,37.87,TX,TRUE
Hockley,54.16,29.25,TX,FALSE
Hood,37.52,30.78,TX,FALSE
Hopkins,31.93,38.38,TX,TRUE
Houston,38.24,40.52,TX,TRUE
Howard,47.17,34.35,TX,FALSE
Hudspeth,37.4,41.89,TX,TRUE
Hunt,39.51,30.23,TX,FALSE
Hutchinson,55.42,26.02,TX,FALSE
Irion,34.06,30.81,TX,FALSE
Jack,31.1,37.47,TX,TRUE
Jackson,47.57,33.42,TX,FALSE
Jasper,32.02,46.81,TX,TRUE
Jeff Davis,41.1,36.64,TX,FALSE
Jefferson,31,50.66,TX,TRUE
Jim Hogg,22.65,72.04,TX,TRUE
Jim Wells,26.36,62.19,TX,TRUE
Johnson,36.22,32.34,TX,FALSE
Jones,35.2,40.46,TX,TRUE
Karnes,42.34,40.36,TX,FALSE
Kaufman,34.51,34.09,TX,FALSE
Kendall,56.6,18.68,TX,FALSE
Kenedy,39.66,50,TX,TRUE
Kent,28.69,44.43,TX,TRUE
Kerr,53.72,22.66,TX,FALSE
Kimble,48.98,28.95,TX,FALSE
King,41.8,28.57,TX,FALSE
Kinney,41.2,38.86,TX,FALSE
Kleberg,36.89,48.36,TX,TRUE
Knox,28.71,47.05,TX,TRUE
Lamar,35.57,38.96,TX,TRUE
Lamb,55.01,31.87,TX,FALSE
Lampasas,43.07,29.08,TX,FALSE
La Salle,25.27,65.63,TX,TRUE
Lavaca,43.24,34.72,TX,FALSE
Lee,41.68,36.52,TX,FALSE
Leon,40.16,37.07,TX,FALSE
Liberty,37.95,38.37,TX,TRUE
Limestone,33.4,45.16,TX,TRUE
Lipscomb,57.74,23.26,TX,FALSE
Live Oak,45.52,33.92,TX,FALSE
Llano,41.96,33.08,TX,FALSE
Loving,32.29,20.83,TX,FALSE
Lubbock,58.95,26.84,TX,FALSE
Lynn,50.78,37.15,TX,FALSE
McCulloch,31.74,39.9,TX,TRUE
McLennan,40.67,37,TX,FALSE
McMullen,61.85,17.61,TX,FALSE
Madison,39.76,39.99,TX,TRUE
Marion,29.03,50.28,TX,TRUE
Martin,49.6,32.24,TX,FALSE
Mason,45.06,33.1,TX,FALSE
Matagorda,40.47,36.15,TX,FALSE
Maverick,27.28,61.86,TX,TRUE
Medina,45.54,33.84,TX,FALSE
Menard,27.72,43.3,TX,TRUE
Midland,58.39,22.15,TX,FALSE
Milam,32.32,47.43,TX,TRUE
Mills,35.28,37.84,TX,TRUE
Mitchell,36.47,43.74,TX,TRUE
Montague,30.61,38.33,TX,TRUE
Montgomery,51.28,23.8,TX,FALSE
Moore,57.24,24.75,TX,FALSE
Morris,25.14,54.37,TX,TRUE
Motley,54.46,31.26,TX,FALSE
Nacogdoches,45.58,32.05,TX,FALSE
Navarro,33.27,40.8,TX,TRUE
Newton,22,58.99,TX,TRUE
Nolan,33.48,41.83,TX,TRUE
Nueces,36.49,45.95,TX,TRUE
Ochiltree,68.06,15.67,TX,FALSE
Oldham,59.07,22.8,TX,FALSE
Orange,30.14,47.11,TX,TRUE
Palo Pinto,30.75,36.57,TX,TRUE
Panola,37.22,42.33,TX,TRUE
Parker,37.54,28.86,TX,FALSE
Parmer,60.3,21,TX,FALSE
Pecos,40.59,39.31,TX,FALSE
Polk,37.81,41.69,TX,TRUE
Potter,48.64,34.3,TX,FALSE
Presidio,21.15,62.88,TX,TRUE
Rains,32.69,37.14,TX,TRUE
Randall,61.6,22.5,TX,FALSE
Reagan,52.08,26.96,TX,FALSE
Real,47.99,28.23,TX,FALSE
Red River,30.68,47.5,TX,TRUE
Reeves,27.3,56.37,TX,TRUE
Refugio,39.36,41.02,TX,TRUE
Roberts,63.37,20.42,TX,FALSE
Robertson,30.46,52.23,TX,TRUE
Rockwall,48.44,18.06,TX,FALSE
Runnels,38.09,32.28,TX,FALSE
Rusk,45.61,32.53,TX,FALSE
Sabine,31.85,48.91,TX,TRUE
San Augustine,34.06,47.6,TX,TRUE
San Jacinto,35.57,40.59,TX,TRUE
San Patricio,39.48,43.43,TX,TRUE
San Saba,34.38,34.05,TX,FALSE
Schleicher,36.72,34.12,TX,FALSE
Scurry,43.62,26.29,TX,FALSE
Shackelford,40.64,31.57,TX,FALSE
Shelby,36.96,45.79,TX,TRUE
Sherman,62.16,19.07,TX,FALSE
Smith,47.03,29.68,TX,FALSE
Somervell,33.96,30.45,TX,FALSE
Starr,13.05,82.8,TX,TRUE
Stephens,41.88,29.69,TX,FALSE
Sterling,50.79,20.03,TX,FALSE
Stonewall,21.51,49.87,TX,TRUE
Sutton,42.99,32.79,TX,FALSE
Swisher,33.54,47.91,TX,TRUE
Tarrant,38.9,33.14,TX,FALSE
Taylor,49.75,27.24,TX,FALSE
Terrell,27.89,51.51,TX,TRUE
Terry,52.54,33.24,TX,FALSE
Throckmorton,38.21,39.39,TX,TRUE
Titus,34.32,41.15,TX,TRUE
Tom Green,40.8,31.13,TX,FALSE
Travis,31.89,47.26,TX,TRUE
Trinity,33.64,47.11,TX,TRUE
Tyler,32.02,47.08,TX,TRUE
Upshur,36.95,39.12,TX,TRUE
Upton,51.71,27.85,TX,FALSE
Uvalde,42.55,40.76,TX,FALSE
Val Verde,37.3,43.18,TX,TRUE
Van Zandt,35.44,32.39,TX,FALSE
Victoria,50.26,29.2,TX,FALSE
Walker,41.84,35.29,TX,FALSE
Waller,33.84,47.14,TX,TRUE
Ward,40,38.33,TX,FALSE
Washington,53.6,30.25,TX,FALSE
Webb,31.32,58.35,TX,TRUE
Wharton,43,36.28,TX,FALSE
Wheeler,52.69,33.9,TX,FALSE
Wichita,38.53,36.52,TX,FALSE
Wilbarger,36.69,36.03,TX,FALSE
Willacy,27.04,60.96,TX,TRUE
Williamson,42.79,31.73,TX,FALSE
Wilson,39.13,38.56,TX,FALSE
Winkler,43.41,34.86,TX,FALSE
Wise,33.57,33,TX,FALSE
Wood,38.22,33.15,TX,FALSE
Yoakum,57.71,23.11,TX,FALSE
Young,37.71,32.1,TX,FALSE
Zapata,26.65,63.16,TX,TRUE
Zavala,14.76,79.06,TX,TRUE
Beaver,49.27,31.64,UT,FALSE
Box Elder,49.58,14.05,UT,FALSE
Cache,51.98,16.19,UT,FALSE
Carbon,23.11,50.81,UT,TRUE
Daggett,38.91,27.6,UT,FALSE
Davis,48.05,18.35,UT,FALSE
Duchesne,43.44,16.91,UT,FALSE
Emery,36.43,29.91,UT,FALSE
Garfield,62.28,15.58,UT,FALSE
Grand,32.91,34.71,UT,TRUE
Iron,59.88,16.39,UT,FALSE
Juab,42.73,28.43,UT,FALSE
Kane,57.14,13.58,UT,FALSE
Millard,52.33,15.56,UT,FALSE
Morgan,45.54,17.69,UT,FALSE
Piute,56.97,22.44,UT,FALSE
Rich,59.93,17.58,UT,FALSE
Salt Lake,36.79,31.4,UT,FALSE
San Juan,46.23,37.81,UT,FALSE
Sanpete,44.8,19.48,UT,FALSE
Sevier,50.5,16.6,UT,FALSE
Summit,33.33,32.06,UT,FALSE
Tooele,35.79,31.84,UT,FALSE
Uintah,45.09,17.67,UT,FALSE
Utah,56.76,13.02,UT,FALSE
Wasatch,42.02,24.03,UT,FALSE
Washington,52.66,15.66,UT,FALSE
Wayne,57.63,19.27,UT,FALSE
Weber,39.3,26.09,UT,FALSE
Accomack County,43.17,37.71,VA,FALSE
Albemarle County,43.69,43.66,VA,FALSE
Alleghany County,40.55,42.35,VA,TRUE
Amelia County,48.82,36.32,VA,FALSE
Amherst County,50.26,37.6,VA,FALSE
Appomattox County,50.36,34.15,VA,FALSE
Arlington County,31.94,57.83,VA,TRUE
Augusta County,58.98,23.74,VA,FALSE
Bath County,46.14,36.7,VA,FALSE
Bedford County,50.57,32.72,VA,FALSE
Bland County,48.31,35.35,VA,FALSE
Botetourt County,48.36,35.62,VA,FALSE
Brunswick County,36.92,54.88,VA,TRUE
Buchanan County,28.17,63.27,VA,TRUE
Buckingham County,46.4,42.97,VA,FALSE
Campbell County,55.33,30.36,VA,FALSE
Caroline County,38.01,48.63,VA,TRUE
Carroll County,51.89,34.72,VA,FALSE
Charles City County,24.19,66.69,VA,TRUE
Charlotte County,44.86,41.05,VA,FALSE
Chesterfield County,55.55,27.5,VA,FALSE
Clarke County,42.9,38.96,VA,FALSE
Craig County,43.88,42.01,VA,FALSE
Culpeper County,49.93,32.91,VA,FALSE
Cumberland County,48.55,37.94,VA,FALSE
Dickenson County,31.61,59.43,VA,TRUE
Dinwiddie County,42.43,42.15,VA,FALSE
Essex County,48.59,40.55,VA,FALSE
Fairfax County,44.26,41.58,VA,FALSE
Fauquier County,50.57,31.79,VA,FALSE
Floyd County,48.44,38.11,VA,FALSE
Fluvanna County,48.03,36.47,VA,FALSE
Franklin County,42.83,41.97,VA,FALSE
Frederick County,53.96,28.29,VA,FALSE
Giles County,39.61,43.84,VA,TRUE
Gloucester County,48.42,30.41,VA,FALSE
Goochland County,51.26,34.62,VA,FALSE
Grayson County,48.68,37.69,VA,FALSE
Greene County,52.3,31.24,VA,FALSE
Greensville County,33.49,56.12,VA,TRUE
Halifax County,46.16,42.19,VA,FALSE
Hanover County,59.36,23.41,VA,FALSE
Henrico County,52.27,33.81,VA,FALSE
Henry County,41.26,42.59,VA,TRUE
Highland County,49,35.29,VA,FALSE
Isle of Wight County,47.16,38.46,VA,FALSE
James City County,48.19,35.87,VA,FALSE
King and Queen County,41.34,46.73,VA,TRUE
King George County,48.27,34.02,VA,FALSE
King William County,49.54,34.84,VA,FALSE
Lancaster County,51.39,32.78,VA,FALSE
Lee County,35.77,53.24,VA,TRUE
Loudoun County,46.4,34.79,VA,FALSE
Louisa County,41.66,40.92,VA,FALSE
Lunenburg County,45.34,42.39,VA,FALSE
Madison County,48.99,35.57,VA,FALSE
Mathews County,48.15,30.98,VA,FALSE
Mecklenburg County,49.23,38.95,VA,FALSE
Middlesex County,47.47,34.09,VA,FALSE
Montgomery County,42.53,42.74,VA,TRUE
Nelson County,38.99,46.7,VA,TRUE
New Kent County,49.39,31.7,VA,FALSE
Northampton County,37.17,45.71,VA,TRUE
Northumberland County,50,34.91,VA,FALSE
Nottoway County,45.45,41.98,VA,FALSE
Orange County,45.64,37.34,VA,FALSE
Page County,49.68,35.58,VA,FALSE
Patrick County,48.98,34.29,VA,FALSE
Pittsylvania County,52.38,35.06,VA,FALSE
Powhatan County,54.08,27.52,VA,FALSE
Prince Edward County,44.78,43.47,VA,FALSE
Prince George County,50.99,32.8,VA,FALSE
Prince William County,46.82,35,VA,FALSE
Pulaski County,43.96,40.27,VA,FALSE
Rappahannock County,44.33,40.02,VA,FALSE
Richmond County,52.75,33.9,VA,FALSE
Roanoke County,50.31,35.79,VA,FALSE
Rockbridge County,43.02,38.76,VA,FALSE
Rockingham County,60.56,25.16,VA,FALSE
Russell County,33.88,56.43,VA,TRUE
Scott County,46.59,41.06,VA,FALSE
Shenandoah County,55.74,28.47,VA,FALSE
Smyth County,47.39,38.08,VA,FALSE
Southampton County,41.37,46.54,VA,TRUE
Spotsylvania County,49.26,33.87,VA,FALSE
Stafford County,50.37,31.03,VA,FALSE
Surry County,31.94,55.66,VA,TRUE
Sussex County,35.9,51.56,VA,TRUE
Tazewell County,37.38,50.34,VA,TRUE
Warren County,44.64,36.73,VA,FALSE
Washington County,48.17,38.27,VA,FALSE
Westmoreland County,41.04,44.32,VA,TRUE
Wise County,34.62,51.7,VA,TRUE
Wythe County,48.81,34.46,VA,FALSE
York County,51.07,31.14,VA,FALSE
Alexandria City,31.7,58.44,VA,TRUE
Bedford City,45.29,39.98,VA,FALSE
Bristol City,48.46,39.51,VA,FALSE
Buena Vista City,38.59,46.5,VA,TRUE
Charlottesville City,31.58,58.29,VA,TRUE
Chesapeake City,46.73,37.98,VA,FALSE
Clifton Forge City,33.74,51.15,VA,TRUE
Colonial Heights City,63.07,20.49,VA,FALSE
Covington City,34.68,50.26,VA,TRUE
Danville City,48.75,41.37,VA,FALSE
Emporia City,47.18,45.19,VA,FALSE
Fairfax City,44.7,40.07,VA,FALSE
Falls Church City,35.38,53,VA,TRUE
Franklin City,40.34,50.79,VA,TRUE
Fredericksburg City,40.98,47.48,VA,TRUE
Galax City,46.37,40.83,VA,FALSE
Hampton City,38.53,46.9,VA,TRUE
Harrisonburg City,51.24,35.44,VA,FALSE
Hopewell City,47.48,35.6,VA,FALSE
Lexington City,39.26,49.54,VA,TRUE
Lynchburg City,50.13,38.4,VA,FALSE
Manassas City,48.89,32.7,VA,FALSE
Manassas Park City,46.05,32.97,VA,FALSE
Martinsville City,40.65,46.44,VA,TRUE
Newport News City,43.83,42.14,VA,FALSE
Norfolk City,32.4,54.47,VA,TRUE
Norton City,30.49,56.27,VA,TRUE
Petersburg City,24.57,68.18,VA,TRUE
Poquoson City,61.69,19.97,VA,FALSE
Portsmouth City,33.45,54.3,VA,TRUE
Radford City,41.71,45.62,VA,TRUE
Richmond City,30.53,59.75,VA,TRUE
Roanoke City,38.21,50.38,VA,TRUE
Salem City,48.21,37.75,VA,FALSE
South Boston City,52.05,38.12,VA,FALSE
Staunton City,54.04,30.88,VA,FALSE
Suffolk City,43.01,45.47,VA,TRUE
Virginia Beach City,50.03,32.15,VA,FALSE
Waynesboro City,52.57,32.2,VA,FALSE
Williamsburg City,36.27,49.91,VA,TRUE
Winchester City,49.77,35.94,VA,FALSE
Albany,32.75,44.8,WY,TRUE
Big Horn,47.47,26.05,WY,FALSE
Campbell,47.64,24.28,WY,FALSE
Carbon,34.96,41.24,WY,TRUE
Converse,45.68,27.66,WY,FALSE
Crook,51.71,21.33,WY,FALSE
Fremont,39.19,34.66,WY,FALSE
Goshen,45.25,33.14,WY,FALSE
Hot Springs,41.27,31.22,WY,FALSE
Johnson,51.83,21.07,WY,FALSE
Laramie,40.7,38.44,WY,FALSE
Lincoln,47.01,25.91,WY,FALSE
Natrona,35.75,36.12,WY,TRUE
Niobrara,49.3,23.14,WY,FALSE
Park,46.87,24.89,WY,FALSE
Platte,41.47,34.76,WY,FALSE
Sheridan,37.49,36.06,WY,FALSE
Sublette,46.13,21.17,WY,FALSE
Sweetwater,30.3,43.44,WY,TRUE
Teton,34.33,37.53,WY,TRUE
Uinta,39.78,30.15,WY,FALSE
Washakie,43.86,28.51,WY,FALSE
Weston,48.49,24.06,WY,FALSE
Arkansas,32.51,59.01,AR,TRUE
Ashley,28.08,61.42,AR,TRUE
Baxter,35.85,44.44,AR,TRUE
Benton,48.81,36.45,AR,FALSE
Boone,42.21,42.45,AR,TRUE
Bradley,30.64,61.07,AR,TRUE
Calhoun,38.75,51.41,AR,TRUE
Carroll,39.91,42.55,AR,TRUE
Chicot,24.36,68.72,AR,TRUE
Clark,26.93,64.64,AR,TRUE
Clay,23.26,68.47,AR,TRUE
Cleburne,35.87,51,AR,TRUE
Cleveland,33.36,56.04,AR,TRUE
Columbia,37.7,48.35,AR,TRUE
Conway,32.06,57.75,AR,TRUE
Craighead,35.57,54.43,AR,TRUE
Crawford,42.57,41.18,AR,FALSE
Crittenden,34.55,56.6,AR,TRUE
Cross,32.97,58.09,AR,TRUE
Dallas,37.15,53.68,AR,TRUE
Desha,22.75,67.87,AR,TRUE
Drew,30.77,59.51,AR,TRUE
Faulkner,37.64,51.56,AR,TRUE
Franklin,37.04,47.76,AR,TRUE
Fulton,26.56,59.69,AR,TRUE
Garland,35.8,52.26,AR,TRUE
Grant,36.66,51.47,AR,TRUE
Greene,28.49,61.2,AR,TRUE
Hempstead,26.75,61.38,AR,TRUE
Hot Spring,28.6,59.42,AR,TRUE
Howard,34.73,55.56,AR,TRUE
Independence,32.96,55.16,AR,TRUE
Izard,27.42,61.18,AR,TRUE
Jackson,24.77,65.71,AR,TRUE
Jefferson,23.74,68.85,AR,TRUE
Johnson,33.82,52.14,AR,TRUE
Lafayette,29.86,57.12,AR,TRUE
Lawrence,30.65,59.84,AR,TRUE
Lee,25.52,67.82,AR,TRUE
Lincoln,26.27,64.53,AR,TRUE
Little River,25.94,58.18,AR,TRUE
Logan,39.23,45.99,AR,TRUE
Lonoke,39.52,50.32,AR,TRUE
Madison,42.41,45.76,AR,TRUE
Marion,32.39,44.15,AR,TRUE
Miller,36.06,48.21,AR,TRUE
Mississippi,29.43,62.94,AR,TRUE
Monroe,30.99,60.35,AR,TRUE
Montgomery,32.46,51.29,AR,TRUE
Nevada,30.83,56.79,AR,TRUE
Newton,41.75,42.59,AR,TRUE
Ouachita,29.89,59.69,AR,TRUE
Perry,33.16,54.39,AR,TRUE
Phillips,27.4,65.63,AR,TRUE
Pike,37.26,51.23,AR,TRUE
Poinsett,28.29,62.31,AR,TRUE
Polk,38.2,43.81,AR,TRUE
Pope,45.1,43.13,AR,FALSE
Prairie,29.17,59.81,AR,TRUE
Pulaski,34.89,58.03,AR,TRUE
Randolph,27.97,62.1,AR,TRUE
St. Francis,30.93,61.57,AR,TRUE
Saline,39.38,49.38,AR,TRUE
Scott,37.15,48.84,AR,TRUE
Searcy,44.48,42.14,AR,FALSE
Sebastian,42.4,41.78,AR,FALSE
Sevier,31.77,51.05,AR,TRUE
Sharp,34.55,52.27,AR,TRUE
Stone,33.18,52.03,AR,TRUE
Union,39.32,47.29,AR,TRUE
Van Buren,35.48,51.88,AR,TRUE
Washington,42.38,46.01,AR,TRUE
White,39.6,48.67,AR,TRUE
Woodruff,19.34,74.08,AR,TRUE
Yell,32.79,54.49,AR,TRUE
Appling,41.71,40.73,GA,FALSE
Atkinson,35.65,48.33,GA,TRUE
Bacon,39.01,42.67,GA,TRUE
Baker,26.63,58.86,GA,TRUE
Baldwin,36.16,49.31,GA,TRUE
Banks,42.25,41.68,GA,FALSE
Barrow,43.36,39.98,GA,FALSE
Bartow,45.57,39.29,GA,FALSE
Ben Hill,33.06,52.6,GA,TRUE
Berrien,36.03,46.29,GA,TRUE
Bibb,36.72,51.93,GA,TRUE
Bleckley,39.69,43.23,GA,TRUE
Brantley,36.06,44.06,GA,TRUE
Brooks,41.23,43.92,GA,TRUE
Bryan,47.05,34.26,GA,FALSE
Bulloch,45,38.78,GA,FALSE
Burke,34.84,53.17,GA,TRUE
Butts,36.45,50.46,GA,TRUE
Calhoun,22.99,64.47,GA,TRUE
Camden,46.45,38.99,GA,FALSE
Candler,36.81,43.27,GA,TRUE
Carroll,47.6,37.21,GA,FALSE
Catoosa,51.59,32.7,GA,FALSE
Charlton,46.09,38.97,GA,FALSE
Chatham,44.3,43.75,GA,FALSE
Chattahoochee,34.47,50.42,GA,TRUE
Chattooga,38.09,46.47,GA,TRUE
Cherokee,54.95,27.77,GA,FALSE
Clarke,36.07,53.12,GA,TRUE
Clay,22.06,65,GA,TRUE
Clayton,41.33,44.65,GA,TRUE
Clinch,43,41.32,GA,FALSE
Cobb,52.62,32.45,GA,FALSE
Coffee,45.31,39.27,GA,FALSE
Colquitt,45.54,37.86,GA,FALSE
Columbia,59.07,25.23,GA,FALSE
Cook,36.56,48.02,GA,TRUE
Coweta,47.75,34.51,GA,FALSE
Crawford,30.6,51.78,GA,TRUE
Crisp,39.46,45.72,GA,TRUE
Dade,45.61,37.09,GA,FALSE
Dawson,43.58,35.95,GA,FALSE
Decatur,42.35,43.11,GA,TRUE
DeKalb,32.62,57.82,GA,TRUE
Dodge,36.43,47.82,GA,TRUE
Dooly,30.53,58.84,GA,TRUE
Dougherty,40.27,49.26,GA,TRUE
Douglas,50.08,33.27,GA,FALSE
Early,35.17,47.55,GA,TRUE
Echols,39.63,34.25,GA,FALSE
Effingham,47.9,33.78,GA,FALSE
Elbert,38.46,49.05,GA,TRUE
Emanuel,41.43,45.93,GA,TRUE
Evans,42.03,41.55,GA,FALSE
Fannin,45.24,40.33,GA,FALSE
Fayette,55.47,26.6,GA,FALSE
Floyd,44.43,41.69,GA,FALSE
Forsyth,50.64,28.89,GA,FALSE
Franklin,40.37,42.29,GA,TRUE
Fulton,33.2,57.29,GA,TRUE
Gilmer,45.19,39.25,GA,FALSE
Glascock,50.94,31.19,GA,FALSE
Glynn,49.02,37.42,GA,FALSE
